time,count
2012-12-29 06:57:54,507
2012-12-29 07:16:59,3281
2012-12-29 07:37:39,13
2012-12-29 08:05:18,7823
2012-12-29 08:06:20,248
2012-12-29 08:22:26,580
2012-12-29 08:58:08,1105
2012-12-29 09:04:51,635
2012-12-29 09:07:16,121
2012-12-29 09:09:02,1427
2012-12-29 09:16:26,1106
2012-12-29 09:21:16,613
2012-12-29 09:40:37,1204
2012-12-29 09:45:19,18148
2012-12-29 09:50:58,119
2012-12-29 09:53:24,285
2012-12-29 09:56:09,485
2012-12-29 10:19:11,2073
2012-12-29 10:20:47,1871
2012-12-29 10:37:00,643
2012-12-29 10:49:48,210
2012-12-29 10:54:45,360
2012-12-29 11:20:48,2699
2012-12-29 11:41:05,4974
2012-12-29 11:52:31,652
2012-12-29 12:00:29,978
2012-12-29 12:12:39,115
2012-12-29 12:22:29,2706
2012-12-29 12:42:46,617
2012-12-29 12:46:58,918
2012-12-29 13:07:11,588
2012-12-29 13:42:47,5448
2012-12-29 13:56:25,464
2012-12-29 13:57:12,1181
2012-12-29 14:00:25,1416
2012-12-29 14:04:49,28
2012-12-29 14:05:25,185
2012-12-29 14:09:35,584
2012-12-29 14:13:38,975
2012-12-29 14:16:02,613
2012-12-29 14:24:20,883
2012-12-29 14:47:43,257
2012-12-29 14:48:31,1653
2012-12-29 14:51:33,769
2012-12-29 15:05:50,3277
2012-12-29 15:06:53,504
2012-12-29 15:20:26,54
2012-12-29 15:41:17,380
2012-12-29 15:44:03,126
2012-12-29 15:59:33,872
2012-12-29 16:04:18,114
2012-12-29 16:05:08,208
2012-12-29 16:12:33,160
2012-12-29 16:13:36,1043
2012-12-29 16:24:02,180
2012-12-29 16:27:09,1168
2012-12-29 16:27:22,1276
2012-12-29 16:30:11,1898
2012-12-29 16:34:04,996
2012-12-29 16:55:08,686
2012-12-29 16:55:49,377
2012-12-29 17:10:17,150
2012-12-29 17:18:15,101
2012-12-29 17:35:09,4759
2012-12-29 17:40:15,2949
2012-12-29 17:57:05,429
2012-12-29 18:11:46,2102
2012-12-29 18:28:15,212
2012-12-29 18:29:21,264
2012-12-29 18:44:43,2112
2012-12-29 18:48:28,56
2012-12-29 19:13:56,562
2012-12-29 19:18:54,35
2012-12-29 19:25:30,478
2012-12-29 19:41:52,590
2012-12-29 19:46:48,1346
2012-12-29 20:09:01,395
2012-12-29 20:50:19,182
2012-12-29 20:53:00,566
2012-12-29 21:03:23,1296
2012-12-29 21:35:20,811
2012-12-29 21:56:08,427
2012-12-29 21:58:12,768
2012-12-29 22:08:35,826
2012-12-29 22:34:31,768
2012-12-29 22:54:27,441
2012-12-29 23:06:57,539
2012-12-29 23:33:38,106
2012-12-29 23:54:09,347
2012-12-29 23:57:49,827
2012-12-29 23:58:31,484
2012-12-30 00:04:20,4791
2012-12-30 00:45:21,60
2012-12-30 00:46:27,2578
2012-12-30 01:28:02,457
2012-12-30 01:48:55,3252
2012-12-30 01:59:11,2659
2012-12-30 02:03:19,1060
2012-12-30 02:13:41,9951
2012-12-30 02:17:36,264
2012-12-30 02:22:56,722
2012-12-30 03:06:36,174
2012-12-30 03:10:37,276
2012-12-30 03:28:31,3464
2012-12-30 03:29:04,187
2012-12-30 05:02:29,251
2012-12-30 05:06:04,1398
2012-12-30 05:07:25,1364
2012-12-30 05:08:01,1180
2012-12-30 05:37:50,431
2012-12-30 05:44:03,284
2012-12-30 06:16:26,259
2012-12-30 07:15:03,214
2012-12-30 07:20:56,4805
2012-12-30 07:51:55,109
2012-12-30 08:21:41,36
2012-12-30 08:39:17,249
2012-12-30 09:43:03,2099
2012-12-30 09:50:13,323
2012-12-30 09:50:21,58
2012-12-30 09:57:55,86
2012-12-30 10:05:32,663
2012-12-30 10:19:27,1074
2012-12-30 10:19:49,320
2012-12-30 10:25:20,2085
2012-12-30 10:35:37,114
2012-12-30 10:53:37,8203
2012-12-30 11:02:55,520
2012-12-30 11:04:22,435
2012-12-30 11:05:27,1673
2012-12-30 11:09:39,525
2012-12-30 11:40:37,383
2012-12-30 11:54:21,2424
2012-12-30 12:15:10,7608
2012-12-30 12:57:58,205
2012-12-30 13:11:03,263
2012-12-30 13:19:37,239
2012-12-30 13:45:10,173
2012-12-30 13:46:39,166
2012-12-30 13:59:34,1240
2012-12-30 14:01:44,524
2012-12-30 14:23:24,1570
2012-12-30 14:54:18,698
2012-12-30 15:06:15,439
2012-12-30 15:34:59,1870
2012-12-30 15:36:35,865
2012-12-30 15:47:26,1637
2012-12-30 15:56:17,591
2012-12-30 16:30:51,1488
2012-12-30 16:54:00,60
2012-12-30 17:02:11,2043
2012-12-30 17:25:12,1774
2012-12-30 17:27:39,1934
2012-12-30 17:45:36,1750
2012-12-30 18:28:49,267
2012-12-30 18:30:49,667
2012-12-30 19:00:49,2941
2012-12-30 19:34:58,1897
2012-12-30 19:46:00,1461
2012-12-30 20:09:08,346
2012-12-30 20:36:48,551
2012-12-30 20:41:37,1
2012-12-30 20:49:14,817
2012-12-30 21:46:58,5051
2012-12-30 22:49:55,865
2012-12-30 22:56:46,414
2012-12-30 23:03:51,888
2012-12-30 23:06:47,1571
2012-12-30 23:15:36,362
2012-12-30 23:25:14,5292
2012-12-31 00:12:49,252
2012-12-31 00:13:56,110
2012-12-31 00:17:50,1104
2012-12-31 00:50:40,2622
2012-12-31 00:51:26,1032
2012-12-31 01:05:20,1982
2012-12-31 01:16:10,143
2012-12-31 01:56:56,743
2012-12-31 02:03:27,115
2012-12-31 02:47:39,418
2012-12-31 02:53:28,707
2012-12-31 02:53:38,1451
2012-12-31 03:03:18,321
2012-12-31 03:07:40,860
2012-12-31 03:36:02,455
2012-12-31 03:37:13,281
2012-12-31 03:40:34,470
2012-12-31 04:02:46,441
2012-12-31 04:57:12,279
2012-12-31 05:08:48,970
2012-12-31 05:39:55,137
2012-12-31 06:50:31,1095
2012-12-31 06:56:07,2084
2012-12-31 06:56:54,2652
2012-12-31 06:57:35,462
2012-12-31 07:26:22,1690
2012-12-31 07:27:35,56
2012-12-31 07:47:01,140
2012-12-31 08:02:42,1201
2012-12-31 08:05:13,688
2012-12-31 08:15:40,232
2012-12-31 08:24:02,592
2012-12-31 08:36:00,1469
2012-12-31 09:15:48,331
2012-12-31 10:07:03,831
2012-12-31 10:13:55,74
2012-12-31 10:14:32,254
2012-12-31 10:37:38,102
2012-12-31 10:38:13,852
2012-12-31 11:00:12,621
2012-12-31 11:15:54,192
2012-12-31 11:26:22,374
2012-12-31 11:36:28,1449
2012-12-31 12:23:02,2174
2012-12-31 13:05:53,128
2012-12-31 13:24:23,645
2012-12-31 13:26:52,118
2012-12-31 13:44:54,360
2012-12-31 13:55:07,1482
2012-12-31 13:57:27,290
2012-12-31 14:11:46,2178
2012-12-31 14:36:06,1472
2012-12-31 14:43:31,103
2012-12-31 14:44:20,363
2012-12-31 14:45:47,1278
2012-12-31 14:59:28,1953
2012-12-31 15:01:22,1788
2012-12-31 15:09:20,509
2012-12-31 15:18:50,426
2012-12-31 15:18:52,1503
2012-12-31 15:42:00,576
2012-12-31 15:44:42,2005
2012-12-31 15:49:14,271
2012-12-31 15:53:31,655
2012-12-31 15:54:17,2776
2012-12-31 15:55:33,1633
2012-12-31 16:03:28,347
2012-12-31 16:11:36,1215
2012-12-31 16:13:18,366
2012-12-31 16:17:42,660
2012-12-31 17:02:10,148
2012-12-31 17:04:40,981
2012-12-31 17:10:24,127
2012-12-31 17:12:57,198
2012-12-31 17:36:42,2255
2012-12-31 17:51:09,2470
2012-12-31 17:53:25,3576
2012-12-31 18:03:39,415
2012-12-31 18:10:06,3853
2012-12-31 18:24:58,644
2012-12-31 18:32:19,1856
2012-12-31 18:39:33,784
2012-12-31 18:42:23,369
2012-12-31 19:16:19,6484
2012-12-31 19:45:34,272
2012-12-31 20:02:04,541
2012-12-31 20:15:50,10231
2012-12-31 20:18:05,1467
2012-12-31 20:30:23,222
2012-12-31 20:34:41,464
2012-12-31 20:40:31,1236
2012-12-31 21:11:51,546
2012-12-31 21:18:11,131
2012-12-31 21:47:23,2776
2012-12-31 21:49:07,386
2012-12-31 21:58:41,1863
2012-12-31 22:20:26,386
2012-12-31 22:20:30,275
2012-12-31 23:00:30,1393
